"","Gene","Product"
"968","CNAG_01009","hypothetical protein, variant"
"969","CNAG_01010","hypothetical protein"
"970","CNAG_01011","hypothetical protein"
"971","CNAG_01012","hypothetical protein"
"972","CNAG_01013","chromatin binding protein"
"973","CNAG_01014","hypothetical protein"
"974","CNAG_01015","cytoplasmic protein"
"975","CNAG_01016","vacuolar membrane protein"
"976","CNAG_01017","E3 ubiquitin-protein ligase SHPRH"
"977","CNAG_01017","E3 ubiquitin-protein ligase SHPRH, variant"
"978","CNAG_01018","histone-lysine N-methyltransferase Su(var)3-9"
"979","CNAG_01019","superoxide dismutase [Cu-Zn]"
"980","CNAG_01020","hypothetical protein"
"981","CNAG_01021","ATP phosphoribosyltransferase"
"982","CNAG_01022","hypothetical protein"
"983","CNAG_01023","cohesin complex subunit SCC1"
"984","CNAG_01024","translocation protein SEC72"
"985","CNAG_01025","hypothetical protein"
"986","CNAG_01026","gamma-glutamyltransferase"
"987","CNAG_01027","succinate-semialdehyde dehydrogenase (NADP)"
"988","CNAG_01028","hypothetical protein"
"989","CNAG_01029","impact family protein"
"990","CNAG_01029","impact family protein, variant"
"991","CNAG_01030","hypothetical protein"
"992","CNAG_01030","hypothetical protein, variant"
"993","CNAG_01031","hypothetical protein"
"994","CNAG_01032","hypothetical protein"
"995","CNAG_01033","exosome complex component CSL4"
"996","CNAG_01034","hypothetical protein"
"997","CNAG_01035","20S proteasome subunit alpha 4"
"998","CNAG_01036","geranylgeranyl transferase type-2 subunit beta"
"999","CNAG_01037","DNA mismatch repair protein MLH3"
"1000","CNAG_01038","hypothetical protein"
"1001","CNAG_01039","superkiller protein 3"
"1002","CNAG_01040","carboxypeptidase D"
"1003","CNAG_01041","hypothetical protein"
"1004","CNAG_01043","hypothetical protein"
"1005","CNAG_01044","dihydroceramidase"
"1006","CNAG_01045","hypothetical protein"
"1007","CNAG_01046","N,N-dimethylglycine oxidase"
"1008","CNAG_01047","hypothetical protein"
"1009","CNAG_01048","hypothetical protein, variant"
"1010","CNAG_01048","hypothetical protein"
"1011","CNAG_01049","H/ACA ribonucleoprotein complex subunit 3"
"1012","CNAG_01050","hypothetical protein"
"1013","CNAG_01051","dynactin 1"
"1014","CNAG_01052","hypothetical protein"
"1015","CNAG_01053","nuclear pore complex protein Nup160"
"1016","CNAG_01054","RNA polymerase II subunit A domain phosphatase SSU72"
"1017","CNAG_01055","phospholipid transporter, variant"
"1018","CNAG_01055","phospholipid transporter"
"1019","CNAG_01056","hypothetical protein"
"1020","CNAG_01057","COP9 signalosome complex subunit 2"
"1021","CNAG_01058","nitric oxide synthase-interacting protein"
"1022","CNAG_01059","vacuolar membrane protein, variant"
"1023","CNAG_01059","vacuolar membrane protein"
"1024","CNAG_01060","hypothetical protein"
"1025","CNAG_01060","hypothetical protein, variant"
"1026","CNAG_01061","serine/threonine protein kinase"
"1027","CNAG_01062","CAMK/CAMKL/PASK protein kinase"
"1028","CNAG_01063","WD-repeat protein mip1"
"1029","CNAG_01064","hypothetical protein"
"1030","CNAG_01065","hypothetical protein, variant"
"1031","CNAG_01065","hypothetical protein"
"1032","CNAG_01069","hypothetical protein"
"1033","CNAG_01070","class II aldolase/adducin family protein"
"1034","CNAG_01071","hypothetical protein"
"1035","CNAG_01072","amidase"
"1036","CNAG_01073","hypothetical protein, variant"
"1037","CNAG_01073","hypothetical protein"
"1038","CNAG_01074","neutral amino acid transporter"
"1039","CNAG_01074","neutral amino acid transporter, variant"
"1040","CNAG_01075","methylmalonate-semialdehyde dehydrogenase (acylating)"
"1041","CNAG_01076","4-aminobutyrate aminotransferase"
"1042","CNAG_01077","hypothetical protein"
"1043","CNAG_01078","aldehyde dehydrogenase (NAD)"
"1044","CNAG_01079","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"
"1045","CNAG_01080","glycolate oxidase"
"1046","CNAG_01081","hypothetical protein"
"1047","CNAG_01082","hypothetical protein"
"1048","CNAG_01083","26S proteasome regulatory subunit N5"
"1049","CNAG_01084","ubiquitin-conjugating enzyme 4"
"1050","CNAG_01085","hypothetical protein"
"1051","CNAG_01086","hypothetical protein"
"1052","CNAG_01087","hypothetical protein"
"1053","CNAG_01088","hypothetical protein"
"1054","CNAG_01089","hypothetical protein"
"1055","CNAG_01090","alpha/beta hydrolase fold protein"
"1056","CNAG_01091","U5 small nuclear ribonucleoprotein component"
"1057","CNAG_01092","hypothetical protein"
"1058","CNAG_01093","hypothetical protein"
"1059","CNAG_01094","pre-mRNA-splicing factor CWC25"
"1060","CNAG_01095","BEM46 family protein"
"1061","CNAG_01096","hypothetical protein"
"1062","CNAG_01097","short-chain dehydrogenase/reductase SDR"
"1063","CNAG_01098","pre-rRNA-processing protein IPI1"
"1064","CNAG_01099","cleavage and polyadenylation specificity factor subunit 2"
"1065","CNAG_01100","hypothetical protein"
"1066","CNAG_01101","hypothetical protein"
"1067","CNAG_01102","oxidoreductase"
"1068","CNAG_01103","splicing factor 3A subunit 2"
"1069","CNAG_01104","ribosomal RNA-processing protein 8"
"1070","CNAG_01105","hypothetical protein"
"1071","CNAG_01106","V-type H -transporting ATPase subunit I"
"1072","CNAG_01107","phosphatidylinositol glycan, class A"
"1073","CNAG_01108","allantoicase"
"1074","CNAG_01109","hypothetical protein"
"1075","CNAG_01110","co-chaperone"
"1076","CNAG_01111","translation initiation factor 3 subunit K"
"1077","CNAG_01112","xenobiotic reductase"
"1078","CNAG_01113","hypothetical protein"
"1079","CNAG_01114","hypothetical protein"
"1080","CNAG_01115","hypothetical protein"
"1081","CNAG_01116","beta-ketoacyl reductase"
"1082","CNAG_01117","elongation factor 3"
"1083","CNAG_01118","AAT family amino acid transporter"
"1084","CNAG_01119","POT family proton-dependent oligopeptide transporter"
"1085","CNAG_01120","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase"
"1086","CNAG_01121","hypothetical protein"
"1087","CNAG_01122","hypothetical protein"
"1088","CNAG_01123","DRAP deaminase"
"1089","CNAG_01124","hypothetical protein"
"1090","CNAG_01125","hypothetical protein"
"1091","CNAG_01126","guanine nucleotide exchange protein for ADP-robosylation factor"
"1092","CNAG_01127","hypothetical protein"
"1093","CNAG_01128","hydroxyacylglutathione hydrolase"
"1094","CNAG_01129","lanosterol synthase"
"1095","CNAG_01130","hypothetical protein, variant"
"1096","CNAG_01130","hypothetical protein"
"1097","CNAG_01131","hypothetical protein"
"1098","CNAG_01132","nucleolar protein 6"
"1099","CNAG_01133","mitochondrial protein"
"1100","CNAG_01134","hypothetical protein"
"1101","CNAG_01135","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase"
"1102","CNAG_01136","hypothetical protein"
"1103","CNAG_01137","aconitate hydratase, mitochondrial"
"1104","CNAG_01138","cytochrome c peroxidase, mitochondrial"
"1105","CNAG_01139","hypothetical protein"
"1106","CNAG_01140","ATP-dependent RNA helicase DRS1"
"1107","CNAG_01141","exosome complex component RRP40"
"1108","CNAG_01142","endoplasmic reticulum protein"
"1109","CNAG_01143","hypothetical protein"
"1110","CNAG_01144","replication factor A1"
"1111","CNAG_01145","hypothetical protein"
"1112","CNAG_01146","U3 small nucleolar RNA-associated protein 22"
"1113","CNAG_01147","ARP2/3 complex 20 kDa subunit"
"1114","CNAG_01148","FK506-binding protein 4"
"1115","CNAG_01149","hypothetical protein"
"1116","CNAG_01150","omega-6 fatty acid desaturase (delta-12 desaturase)"
"1117","CNAG_01151","ubiquitin-conjugating enzyme E2 D/E"
"1118","CNAG_01152","small subunit ribosomal protein S6e"
"1119","CNAG_01152","small subunit ribosomal protein S6e, variant"
"1120","CNAG_01153","small subunit ribosomal protein S13e"
"1121","CNAG_01154","hypothetical protein"
"1122","CNAG_01155","glycerol kinase"
"1123","CNAG_01156","hypothetical protein"
"1124","CNAG_01157","hypothetical protein"
"1125","CNAG_01158","branchpoint-bridging protein"
"1126","CNAG_01159","pre-mRNA-splicing factor SLU7"
"1127","CNAG_01161","hypothetical protein"
"1128","CNAG_01162","hypothetical protein"
"1129","CNAG_01163","DNA repair and recombination protein RAD54-like protein"
"1130","CNAG_01164","glutamine-fructose-6-phosphate transaminase (isomerizing)"
"1131","CNAG_01165","D-erythro-sphingosine kinase"
"1132","CNAG_01166","urease accessory protein"
"1133","CNAG_01167","chromosome associated protein"
"1134","CNAG_01168","H/ACA ribonucleoprotein complex subunit 4"
"1135","CNAG_01169","aspartyl aminopeptidase"
"1136","CNAG_01170","small subunit ribosomal protein S17"
"1137","CNAG_01171","hypothetical protein"
"1138","CNAG_01172","hypothetical protein"
"1139","CNAG_01173","hypothetical protein"
"1140","CNAG_01174","hypothetical protein"
"1141","CNAG_01175","hypothetical protein"
"1142","CNAG_01177","nuclear envelope-endoplasmic reticulum network protein"
"1143","CNAG_01178","nuclear envelope-endoplasmic reticulum network protein"
"1144","CNAG_01179","DNA-directed RNA polymerase I and III subunit RPAC1"
"1145","CNAG_01180","hypothetical protein"
"1146","CNAG_01181","small subunit ribosomal protein S27Ae"
"1147","CNAG_01182","cytoplasmic protein"
"1148","CNAG_01183","hypothetical protein"
"1149","CNAG_01184","hypothetical protein"
"1150","CNAG_01185","hsp70-like protein"
"1151","CNAG_01186","hypothetical protein"
"1152","CNAG_01187","ribosome production factor 2"
"1153","CNAG_01188","peroxin-19"
"1154","CNAG_01189","DNA-directed RNA polymerase I subunit RPA1"
"1155","CNAG_01190","vesicle transporter SEC22"
"1156","CNAG_01191","long-chain fatty acid transporter, variant 1"
"1157","CNAG_01191","long-chain fatty acid transporter, variant 2"
"1158","CNAG_01191","long-chain fatty acid transporter"
"1159","CNAG_01192","hypothetical protein"
"1160","CNAG_01193","hypothetical protein, variant"
"1161","CNAG_01193","hypothetical protein"
"1162","CNAG_01194","hypothetical protein"
"1163","CNAG_01195","cation-transporting ATPase 13A3/4/5"
"1164","CNAG_01196","tyrosyl-DNA phosphodiesterase 1"
"1165","CNAG_01197","ran GTPase-activating protein 1"
"1166","CNAG_01198","small nuclear ribonucleoprotein F"
"1167","CNAG_01199","nuclear pore complex protein Nup62"
"1168","CNAG_01200","pre-mRNA-splicing factor 38A"
"1169","CNAG_01201","hypothetical protein"
"1170","CNAG_01202","hypothetical protein"
"1171","CNAG_01203","dual specificity phosphatase 12"
"1172","CNAG_01204","ATP synthase F1, delta subunit"
"1173","CNAG_01207","hypothetical protein"
"1174","CNAG_01208","high-affinity cell membrane calcium channel protein"
"1175","CNAG_01209","1-phosphatidylinositol-3-phosphate 5-kinase"
"1176","CNAG_01210","hypothetical protein"
"1177","CNAG_01211","hypothetical protein"
"1178","CNAG_01212","hypothetical protein"
"1179","CNAG_01213","hypothetical protein"
"1180","CNAG_01214","alpha-1,6-mannosyltransferase"
"1181","CNAG_01215","hypothetical protein"
"1182","CNAG_01216","6-phosphogluconolactonase"
"1183","CNAG_01217","protein MPE1"
"1184","CNAG_01220","mitochondrial FAD-linked sulfhydryl oxidase ERV1"
"1185","CNAG_01221","di-trans,poly-cis-decaprenylcistransferase"
"1186","CNAG_01222","hypothetical protein"
"1187","CNAG_01223","hypothetical protein"
"1188","CNAG_01224","large subunit ribosomal protein L18-A"
"1189","CNAG_01228","hypothetical protein"
"1190","CNAG_01229","L-mandelate dehydrogenase"
"1191","CNAG_01230","chitin deacetylase 2"
"1192","CNAG_01231","agmatinase"
"1193","CNAG_01232","calcium-translocating P-type ATPase, PMCA-type"
"1194","CNAG_01233","hypothetical protein"
"1195","CNAG_01234","spore wall assembly-associated protein"
"1196","CNAG_01235","DNA-directed RNA polymerase II subunit RPB2, variant"
"1197","CNAG_01235","DNA-directed RNA polymerase II subunit RPB2"
"1198","CNAG_01236","rRNA-processing protein EBP2"
"1199","CNAG_01237","hypothetical protein"
"1200","CNAG_01238","arginine biosynthesis ArgJ, mitochondrial"
"1201","CNAG_01239","chitin deacetylase"
"1202","CNAG_01240","hypothetical protein"
"1203","CNAG_01241","enzyme regulator"
"1204","CNAG_01242","hypothetical protein"
"1205","CNAG_01243","histone-lysine N-methyltransferase, H3 lysine-4 specific"
"1206","CNAG_01244","hypothetical protein, variant"
"1207","CNAG_01244","hypothetical protein"
"1208","CNAG_01245","hypothetical protein"
"1209","CNAG_01246","hypothetical protein, variant 2"
"1210","CNAG_01246","hypothetical protein"
"1211","CNAG_01246","hypothetical protein, variant 1"
"1212","CNAG_01247","hypothetical protein"
"1213","CNAG_01248","vacuole morphology and inheritance protein 14"
"1214","CNAG_01249","hypothetical protein"
"1215","CNAG_01250","tRNA ligase"
"1216","CNAG_01251","E3 ubiquitin-protein ligase TRIP12"
"1217","CNAG_01252","thiosulfate/3-mercaptopyruvate sulfurtransferase"
"1218","CNAG_01253","mitochondrial import inner membrane translocase subunit TIM10"
"1219","CNAG_01254","protein-tyrosine-phosphatase"
"1220","CNAG_01255","hypothetical protein"
"1221","CNAG_01256","hypothetical protein"
"1222","CNAG_01257","aldo-keto reductase"
"1223","CNAG_01258","hypothetical protein"
"1224","CNAG_01261","myosin I binding protein"
"1225","CNAG_01262","guanine nucleotide-binding protein subunit beta"
"1226","CNAG_01263","vacuolar transporter chaperone 4"
"1227","CNAG_01264","homoisocitrate dehydrogenase"
"1228","CNAG_01265","charged multivesicular body protein 6"
"1229","CNAG_01266","ATP-dependent protease La"
"1230","CNAG_01267","hypothetical protein"
"1231","CNAG_01268","hypothetical protein"
"1232","CNAG_01268","hypothetical protein, variant"
"1233","CNAG_01270","hypothetical protein"
"1234","CNAG_01271","pre-mRNA-splicing factor ISY1"
"1235","CNAG_01272","hypothetical protein"
"1236","CNAG_01273","cellular nucleic acid-binding protein"
"1237","CNAG_01274","coatomer subunit gamma"
"1238","CNAG_01275","hypothetical protein"
"1239","CNAG_01276","hypothetical protein"
"1240","CNAG_01277","hypothetical protein"
"1241","CNAG_01278","phospholipid-translocating ATPase"
"1242","CNAG_01278","phospholipid-translocating ATPase, variant"
"1243","CNAG_01279","ubiquitin-conjugating enzyme E2 S"
"1244","CNAG_01279","ubiquitin-conjugating enzyme E2 S, variant"
"1245","CNAG_01281","hypothetical protein"
"1246","CNAG_01282","hypothetical protein"
"1247","CNAG_01283","hypothetical protein"
"1248","CNAG_01284","ATPase"
"1249","CNAG_01285","Aur protein kinase"
"1250","CNAG_01286","hypothetical protein"
"1251","CNAG_01286","hypothetical protein, variant"
"1252","CNAG_01287","NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial"
"1253","CNAG_01288","solute carrier family 25, member 33/36"
"1254","CNAG_01289","hypothetical protein"
"1255","CNAG_01290","hypothetical protein"
"1256","CNAG_01291","hypothetical protein"
"1257","CNAG_01292","pol II transcription elongation factor"
"1258","CNAG_01293","hypothetical protein"
"1259","CNAG_01294","inositol-pentakisphosphate 2-kinase"
"1260","CNAG_01294","inositol-pentakisphosphate 2-kinase, variant"
"1261","CNAG_01295","acyl carrier protein"
"1262","CNAG_01295","acyl carrier protein, variant"
"1263","CNAG_01296","RNA polymerase I-specific transcription initiation factor RRN3"
"1264","CNAG_01297","hypothetical protein"
"1265","CNAG_01297","hypothetical protein, variant 2"
"1266","CNAG_01297","hypothetical protein, variant 1"
"1267","CNAG_01298","lysophospholipase NTE1"
"1268","CNAG_01299","hypothetical protein"
"1269","CNAG_01299","hypothetical protein, variant"
"1270","CNAG_01300","small subunit ribosomal protein S21e"
"1271","CNAG_01301","hypothetical protein"
"1272","CNAG_01302","hypothetical protein"
"1273","CNAG_01303","hypothetical protein"
"1274","CNAG_01303","hypothetical protein, variant"
"1275","CNAG_01304","polynucleotide 5'-hydroxyl-kinase GRC3"
"1276","CNAG_01305","methionine-tRNA ligase"
"1277","CNAG_01306","chromodomain-helicase-DNA-binding protein 3, variant"
"1278","CNAG_01306","chromodomain-helicase-DNA-binding protein 3"
"1279","CNAG_01307","endoplasmic reticulum protein"
"1280","CNAG_01308","protein NRD1"
"1281","CNAG_01309","arf/Sar family protein"
"1282","CNAG_01310","nucleolar protein"
"1283","CNAG_01313","hypothetical protein"
"1284","CNAG_01314","vacuolar protein"
"1285","CNAG_01314","vacuolar protein, variant"
"1286","CNAG_01315","protein transporter"
"1287","CNAG_01316","replication factor A2"
"1288","CNAG_01317","hypothetical protein"
"1289","CNAG_01318","sodium/hydrogen exchanger 3"
"1290","CNAG_01319","hypothetical protein"
"1291","CNAG_01320","large subunit ribosomal protein L17"
"1292","CNAG_01321","acyl carrier protein"
"1293","CNAG_01322","hypothetical protein"
"1294","CNAG_01323","ubiquinol-cytochrome c reductase subunit 7"
"1295","CNAG_01324","hypothetical protein"
"1296","CNAG_01325","DASH complex subunit SPC19"
"1297","CNAG_01330","hypothetical protein"
"1298","CNAG_01331","hypothetical protein"
"1299","CNAG_01332","small subunit ribosomal protein S24e"
"1300","CNAG_01333","Haspin protein kinase"
"1301","CNAG_01334","hypothetical protein"
"1302","CNAG_01334","hypothetical protein, variant"
"1303","CNAG_01335","hypothetical protein"
"1304","CNAG_01336","hypothetical protein"
"1305","CNAG_01336","hypothetical protein, variant"
"1306","CNAG_01337","WD-repeat protein, variant"
"1307","CNAG_01337","WD-repeat protein"
"1308","CNAG_01338","xeroderma pigmentosum group C-complementing protein"
"1309","CNAG_01339","cytoplasmic protein"
"1310","CNAG_01340","ATPase"
"1311","CNAG_01341","mannose-6-phosphate isomerase"
"1312","CNAG_01341","mannose-6-phosphate isomerase, variant"
"1313","CNAG_01342","hypothetical protein"
"1314","CNAG_01343","ATP-dependent Clp protease ATP-binding subunit ClpX"
"1315","CNAG_01344","hypothetical protein"
"1316","CNAG_01345","small subunit ribosomal protein S2"
"1317","CNAG_01346","hypothetical protein"
"1318","CNAG_01347","co-chaperone"
"1319","CNAG_01348","cyanate hydratase"
"1320","CNAG_01348","cyanate hydratase, variant"
"1321","CNAG_01349","hypothetical protein"
"1322","CNAG_01350","hypothetical protein"
"1323","CNAG_01351","hypothetical protein"
"1324","CNAG_01352","hypothetical protein"
"1325","CNAG_01353","hypothetical protein"
"1326","CNAG_01354","hypothetical protein"
"1327","CNAG_01355","thioredoxin"
"1328","CNAG_01356","hypothetical protein"
"1329","CNAG_01357","hypothetical protein"
"1330","CNAG_01358","hypothetical protein"
"1331","CNAG_01359","DNA-directed RNA polymerase II subunit RPB7"
"1332","CNAG_01360","pumilio domain-containing protein c"
"1333","CNAG_01361","importin alpha subunit"
"1334","CNAG_01362","cell cycle control protein cwf19"
"1335","CNAG_01363","XPA-binding protein 1"
"1336","CNAG_01364","guanylate kinase"
"1337","CNAG_01365","hypothetical protein"
"1338","CNAG_01367","hypothetical protein"
"1339","CNAG_01368","hypothetical protein, variant"
"1340","CNAG_01369","hypothetical protein"
"1341","CNAG_01370","hypothetical protein"
"1342","CNAG_01371","hypothetical protein"
"1343","CNAG_01372","hypothetical protein"
"1344","CNAG_01373","septin ring protein"
"1345","CNAG_01375","hypothetical protein"
"1346","CNAG_01376","stress response protein NST1"
"1347","CNAG_01376","stress response protein NST1, variant"
"1348","CNAG_01377","PAB-dependent poly(A)-specific ribonuclease subunit PAN2"
"1349","CNAG_01378","STE24 endopeptidase"
"1350","CNAG_01379","hypothetical protein"
"1351","CNAG_01380","phosphatidylserine decarboxylase"
"1352","CNAG_01381","hypothetical protein"
"1353","CNAG_01382","aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A"
"1354","CNAG_01384","hypothetical protein"
"1355","CNAG_01385","hypothetical protein"
"1356","CNAG_01386","phosphatidylinositol glycan, class P"
"1357","CNAG_01387","hypothetical protein"
"1358","CNAG_01388","hypothetical protein"
"1359","CNAG_01389","hypothetical protein"
"1360","CNAG_01390","adenine phosphoribosyltransferase"
"1361","CNAG_01391","cell division cycle protein 37"
"1362","CNAG_01392","hypothetical protein"
"1363","CNAG_01395","ribose-5-phosphate isomerase"
"1364","CNAG_01396","protein SUS1"
"1365","CNAG_01397","mitochondrial import inner membrane translocase subunit"
"1366","CNAG_01398","ATP-dependent RNA helicase DOB1"
"1367","CNAG_01399","hypothetical protein"
"1368","CNAG_01400","3-deoxy-7-phosphoheptulonate synthase"
"1369","CNAG_01401","hypothetical protein"
"1370","CNAG_01402","actin binding protein"
"1371","CNAG_01403","eclair-PA"
"1372","CNAG_01404","hsp71-like protein"
"1373","CNAG_01405","hypothetical protein"
"1374","CNAG_01406","hypothetical protein"
"1375","CNAG_01408","PH and SEC7 domain-containing protein"
"1376","CNAG_01411","hypothetical protein"
"1377","CNAG_01412","phosphatidate phosphatase LPIN"
"1378","CNAG_01413","nucleolysin TIA-1/TIAR"
"1379","CNAG_01414","hypothetical protein"
"1380","CNAG_01415","cytoplasmic protein"
"1381","CNAG_01416","hypothetical protein"
"1382","CNAG_01417","hypothetical protein"
"1383","CNAG_01418","hypothetical protein"
"1384","CNAG_01419","hypothetical protein"
"1385","CNAG_01420","hypothetical protein"
"1386","CNAG_01421","hypothetical protein"
"1387","CNAG_01422","endoplasmic reticulum protein"
"1388","CNAG_01423","hypothetical protein"
"1389","CNAG_01424","hypothetical protein"
"1390","CNAG_01425","hypothetical protein"
"1391","CNAG_01426","vacuolar protein sorting 26, variant 1"
"1392","CNAG_01426","vacuolar protein sorting 26"
"1393","CNAG_01426","vacuolar protein sorting 26, variant 2"
"1394","CNAG_01428","translation initiation factor 5A"
"1395","CNAG_01429","hypothetical protein"
"1396","CNAG_01430","hypothetical protein"
"1397","CNAG_01431","hypothetical protein"
"1398","CNAG_01432","ribosome assembly protein 4"
"1399","CNAG_01432","ribosome assembly protein 4, variant"
"1400","CNAG_01435","serine-tRNA ligase"
"1401","CNAG_01436","serine/threonine-protein phosphatase 6 catalytic subunit"
"1402","CNAG_01437","ribosomal RNA assembly protein"
"1403","CNAG_01438","transcription factor"
"1404","CNAG_01439","U4/U6 small nuclear ribonucleoprotein PRP4"
"1405","CNAG_01440","hypothetical protein"
"1406","CNAG_01441","hypothetical protein"
"1407","CNAG_01441","hypothetical protein, variant"
"1408","CNAG_01442","cysteine desulfurase IscS"
"1409","CNAG_01443","hypothetical protein"
"1410","CNAG_01444","DNA-directed RNA polymerase II subunit RPB4"
"1411","CNAG_01445","autophagy-like protein 9"
"1412","CNAG_01446","hypothetical protein"
"1413","CNAG_01448","hypothetical protein"
"1414","CNAG_01451","hypothetical protein"
"1415","CNAG_01452","hypothetical protein"
"1416","CNAG_01454","transcription factor STE12"
"1417","CNAG_01455","large subunit ribosomal protein L39"
"1418","CNAG_01456","hypothetical protein"
"1419","CNAG_01456","hypothetical protein, variant"
"1420","CNAG_01461","sodium/bile acid cotransporter 7-B/bile acid cotransporter 7-B"
"1421","CNAG_01463","hypothetical protein"
"1422","CNAG_01464","nitric oxide dioxygenase"
"1423","CNAG_01465","5' flap endonuclease"
"1424","CNAG_01466","hypothetical protein"
"1425","CNAG_01467","solute carrier family 35, member F5"
"1426","CNAG_01468","hypothetical protein"
"1427","CNAG_01469","CDP-diacylglycerol-serine O-phosphatidyltransferase"
"1428","CNAG_01470","NADH dehydrogenase (ubiquinone) flavoprotein 2"
"1429","CNAG_01471","hypothetical protein"
"1430","CNAG_01472","endoplasmic reticulum protein"
"1431","CNAG_01473","hypothetical protein"
"1432","CNAG_01474","hypothetical protein, variant"
"1433","CNAG_01474","hypothetical protein"
"1434","CNAG_01475","sphingolipid C9-methyltransferase"
"1435","CNAG_01476","hypothetical protein"
"1436","CNAG_01477","serine palmitoyltransferase"
"1437","CNAG_01478","monooxygenase"
"1438","CNAG_01479","hypothetical protein"
"1439","CNAG_01480","large subunit ribosomal protein L12"
"1440","CNAG_01481","hypothetical protein"
"1441","CNAG_01482","solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41"
"1442","CNAG_01483","hypothetical protein"
"1443","CNAG_01485","D-lactate dehydrogenase (cytochrome)"
"1444","CNAG_01486","large subunit ribosomal protein L15-A"
"1445","CNAG_01487","hypothetical protein"
"1446","CNAG_01489","maltose O-acetyltransferase"
"1447","CNAG_01490","hypothetical protein"
"1448","CNAG_01490","hypothetical protein, variant"
"1449","CNAG_01491","hypothetical protein"
"1450","CNAG_01492","hypothetical protein"
"1451","CNAG_01493","hypothetical protein"
"1452","CNAG_01493","hypothetical protein, variant"
"1453","CNAG_01494","hypothetical protein, variant"
"1454","CNAG_01494","hypothetical protein"
"1455","CNAG_01495","myo-inositol 2-dehydrogenase"
"1456","CNAG_01496","protein phosphatase 5"
"1457","CNAG_01497","integral membrane protein"
"1458","CNAG_01498","arylsulfatase"
"1459","CNAG_01499","hypothetical protein"
"1460","CNAG_01499","hypothetical protein, variant"
"1461","CNAG_01500","taurine dioxygenase"
"1462","CNAG_01501","hypothetical protein"
"1463","CNAG_01502","major facilitator superfamily transporter"
"1464","CNAG_01504","hypothetical protein"
"1465","CNAG_01506","hypothetical protein"
"1466","CNAG_01507","protein CGI121"
"1467","CNAG_01508","hypothetical protein"
"1468","CNAG_01509","hypothetical protein"
"1469","CNAG_01510","hypothetical protein"
"1470","CNAG_01511","hypothetical protein"
"1471","CNAG_01512","hypothetical protein"
"1472","CNAG_01512","hypothetical protein, variant"
"1473","CNAG_01513","hypothetical protein"
"1474","CNAG_01518","phosphoglycerate mutase"
"1475","CNAG_01518","phosphoglycerate mutase, variant"
"1476","CNAG_01519","endonuclease/exonuclease/phosphatase"
"1477","CNAG_01520","histone-arginine methyltransferase CARM1"
"1478","CNAG_01521","metallo-beta-lactamase"
"1479","CNAG_01522","phenylalanine-tRNA ligase"
"1480","CNAG_01523","CMGC/MAPK/P38 protein kinase"
"1481","CNAG_01524","hypothetical protein"
"1482","CNAG_01525","hypothetical protein"
"1483","CNAG_01526","cleavage and polyadenylation specificity factor subunit 4"
"1484","CNAG_01527","hypothetical protein"
"1485","CNAG_01528","hypothetical protein"
"1486","CNAG_01529","solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41"
"1487","CNAG_01530","suppressor protein SPT23"
"1488","CNAG_01531","DNA helicase II/ATP-dependent DNA helicase PcrA"
"1489","CNAG_01532","phosphatidylinositol phosphate phosphatase"
"1490","CNAG_01533","rho GTPase activator"
"1491","CNAG_01534","hypothetical protein"
"1492","CNAG_01535","amino acid permease"
"1493","CNAG_01536","myosin heavy chain"
"1494","CNAG_01537","ATP-dependent RNA helicase VAD1"
"1495","CNAG_01538","hypothetical protein"
"1496","CNAG_01539","myo-inositol-1-phosphate synthase"
"1497","CNAG_01540","dehydrogenase"
"1498","CNAG_01541","hypothetical protein"
"1499","CNAG_01542","taurine catabolism dioxygenase TauD"
"1500","CNAG_01543","AP-3 complex subunit beta"
"1501","CNAG_01544","histidyl-tRNA synthetase"
"1502","CNAG_01545","hypothetical protein"
"1503","CNAG_01545","hypothetical protein, variant"
"1504","CNAG_01546","S-adenosylmethionine-dependent methyltransferase"
"1505","CNAG_01547","WD-repeat protein"
"1506","CNAG_01548","ATP-dependent RNA helicase FAL1"
"1507","CNAG_01549","splicing factor 3A subunit 3"
"1508","CNAG_01550","pre-rRNA-processing protein TSR3"
"1509","CNAG_01551","hypothetical protein"
"1510","CNAG_01552","blocked early in transport 1"
"1511","CNAG_01553","CORD and CS domain-containing protein"
"1512","CNAG_01554","sorting nexin-4"
"1513","CNAG_01555","hypothetical protein"
"1514","CNAG_01556","cytoplasmic protein"
"1515","CNAG_01557","calmodulin"
"1516","CNAG_01558","chlorophyll synthesis pathway protein BchC"
"1517","CNAG_01559","hypothetical protein"
"1518","CNAG_01560","hypothetical protein"
"1519","CNAG_01561","WD-repeat protein"
"1520","CNAG_01562","hypothetical protein, variant"
"1521","CNAG_01562","hypothetical protein"
"1522","CNAG_01563","histone deacetylase 6/10"
"1523","CNAG_01564","nucleolar protein 12"
"1524","CNAG_01565","biotin-[acetyl-CoA-carboxylase] ligase"
"1525","CNAG_01566","gamma-tubulin complex component 3"
"1526","CNAG_01567","hypothetical protein"
